-589	51	-234
-589	51	-234
-593	54	-231
-593	54	-231
-593	54	-231
-593	54	-231
-604	41	-197
-604	41	-197
-604	41	-197
-534	19	-171
-534	19	-171
-534	19	-171
-490	-40	-140
-490	-40	-140
-490	-40	-140
-490	-40	-140
-477	-110	-124
-477	-110	-124
-477	-110	-124
-481	-150	-81
-481	-150	-81
-481	-150	-81
-469	-235	-1
-469	-235	-1
-469	-235	-1
-392	-357	31
-392	-357	31
-392	-357	31
-392	-357	31
-343	-398	101
-343	-398	101
-343	-398	101
-321	-408	159
-321	-408	159
-321	-408	159
-372	-392	82
-372	-392	82
-372	-392	82
-372	-392	82
-369	-405	-4
-369	-405	-4
-369	-405	-4
-309	-452	-6
-309	-452	-6
-309	-452	-6
-299	-451	84
-299	-451	84
-299	-451	84
-299	-451	84
-314	-427	145
-314	-427	145
-314	-427	145
-289	-432	172
-289	-432	172
-289	-432	172
-274	-439	182
-274	-439	182
-274	-439	182
-274	-439	182
-298	-434	156
-298	-434	156
-298	-434	156
-307	-431	139
-307	-431	139
-307	-431	139
-314	-429	132
-314	-429	132
-314	-429	132
-315	-415	161
-315	-415	161
-315	-415	161
-315	-415	161
-283	-408	232
-283	-408	232
-283	-408	232
-298	-332	305
-298	-332	305
-298	-332	305
-298	-339	295
-298	-339	295
-298	-339	295
-298	-339	295
-250	-413	268
-250	-413	268
-250	-413	268
-175	-506	183
-175	-506	183
-175	-506	183
-2	-558	140
-2	-558	140
-2	-558	140
-2	-558	140
101	-548	193
101	-548	193
101	-548	193
140	-498	278
140	-498	278
140	-498	278
123	-423	381
123	-423	381
123	-423	381
123	-423	381
98	-342	444
98	-342	444
98	-342	444
94	-314	459
94	-314	459
94	-314	459
81	-315	460
81	-315	460
81	-315	460
81	-315	460
24	-270	481
24	-270	481
24	-270	481
42	-347	435
42	-347	435
42	-347	435
180	-320	423
180	-320	423
180	-320	423
246	-258	432
246	-258	432
246	-258	432
246	-258	432
310	-139	439
310	-139	439
310	-139	439
315	-72	451
315	-72	451
315	-72	451
342	-31	436
342	-31	436
342	-31	436
342	-31	436
337	3	436
337	3	436
337	3	436
332	120	416
332	120	416
332	120	416
267	218	424
267	218	424
267	218	424
267	218	424
135	297	422
135	297	422
135	297	422
21	291	442
21	291	442
21	291	442
-72	258	458
-72	258	458
-72	258	458
-72	258	458
-135	236	451
-135	236	451
-135	236	451
-160	195	460
-160	195	460
-160	195	460
-204	161	456
-204	161	456
-204	161	456
-204	161	456
-236	106	452
-236	106	452
-236	106	452
-245	95	432
-245	95	432
-245	95	432
-244	78	448
-244	78	448
-244	78	448
-244	78	448
-135	120	495
-135	120	495
-135	120	495
33	180	502
33	180	502
33	180	502
224	133	471
224	133	471
224	133	471
325	44	426
325	44	426
325	44	426
325	44	426
337	-36	419
337	-36	419
337	-36	419
321	-80	417
321	-80	417
321	-80	417
312	-140	408
312	-140	408
312	-140	408
312	-140	408
316	-153	400
316	-153	400
316	-153	400
313	-159	400
313	-159	400
313	-159	400
318	-175	391
318	-175	391
318	-175	391
318	-175	391
291	-228	386
291	-228	386
291	-228	386
274	-227	402
274	-227	402
274	-227	402
237	-258	415
237	-258	415
237	-258	415
237	-258	415
210	-255	429
210	-255	429
210	-255	429
173	-232	454
173	-232	454
173	-232	454
163	-222	464
163	-222	464
163	-222	464
163	-222	464
159	-226	463
159	-226	463
159	-226	463
149	-229	465
149	-229	465
149	-229	465
149	-223	472
149	-223	472
149	-223	472
149	-223	472
153	-226	467
153	-226	467
153	-226	467
97	-273	462
97	-273	462
97	-273	462
8	-304	452
8	-304	452
8	-304	452
-67	-335	433
-67	-335	433
-67	-335	433
-67	-335	433
-134	-332	413
-134	-332	413
-134	-332	413
-150	-313	416
-150	-313	416
-150	-313	416
-158	-314	412
-158	-314	412
-158	-314	412
-158	-314	412
-157	-319	404
-157	-319	404
-157	-319	404
-173	-337	383
-173	-337	383
-173	-337	383
-181	-349	375
-181	-349	375
-181	-349	375
-181	-349	375
-168	-347	373
-168	-347	373
-168	-347	373
-155	-360	368
-155	-360	368
-155	-360	368
-138	-380	358
-138	-380	358
-138	-380	358
-138	-380	358
-124	-394	353
-124	-394	353
-124	-394	353
-114	-394	354
-114	-394	354
-114	-394	354
-126	-396	354
-126	-396	354
-126	-396	354
-126	-396	354
-178	-373	354
-178	-373	354
-178	-373	354
-245	-340	347
-245	-340	347
-245	-340	347
-311	-241	368
-311	-241	368
-311	-241	368
-351	-199	358
-351	-199	358
-351	-199	358
-351	-199	358
-367	-167	355
-367	-167	355
-367	-167	355
-376	-134	363
-376	-134	363
-376	-134	363
-399	-92	344
-399	-92	344
-399	-92	344
-399	-92	344
-429	-65	315
-429	-65	315
-429	-65	315
-428	-26	319
-428	-26	319
-428	-26	319
-427	-10	323
-427	-10	323
-427	-10	323
-427	-10	323
-414	11	344
-414	11	344
-414	11	344
-406	28	353
-406	28	353
-406	28	353
-394	39	360
-394	39	360
-394	39	360
-394	39	360
-382	54	369
-382	54	369
-382	54	369
-371	55	384
-371	55	384
-371	55	384
-375	69	379
-375	69	379
-375	69	379
-375	69	379
-364	71	388
-364	71	388
-364	71	388
-351	75	397
-351	75	397
-351	75	397
-348	71	404
-348	71	404
-348	71	404
-343	76	412
-343	76	412
-343	76	412
-343	76	412
-322	77	425
-322	77	425
-322	77	425
-333	80	419
-333	80	419
-333	80	419
-327	103	415
-327	103	415
-327	103	415
-327	103	415
-278	154	436
-278	154	436
-278	154	436
-143	210	476
-143	210	476
-143	210	476
27	198	508
27	198	508
27	198	508
27	198	508
118	96	527
118	96	527
118	96	527
199	0	518
199	0	518
199	0	518
263	-108	475
263	-108	475
263	-108	475
263	-108	475
260	-177	452
260	-177	452
260	-177	452
263	-181	443
263	-181	443
263	-181	443
259	-80	470
259	-80	470
259	-80	470
259	-80	470
167	146	492
167	146	492
167	146	492
-96	252	473
-96	252	473
-96	252	473
-237	262	412
-237	262	412
-237	262	412
-237	262	412
-337	275	318
-337	275	318
-337	275	318
-374	291	244
-374	291	244
-374	291	244
-415	258	209
-415	258	209
-415	258	209
-419	260	191
-419	260	191
-419	260	191
-419	260	191
-457	222	126
-457	222	126
-457	222	126
-462	140	-57
-462	140	-57
-462	140	-57
-420	4	-187
-420	4	-187
-420	4	-187
-420	4	-187
-394	-84	-208
-394	-84	-208
-394	-84	-208
-384	97	-205
-384	97	-205
-384	97	-205
-214	286	-257
-214	286	-257
-214	286	-257
-214	286	-257
-42	321	-290
-42	321	-290
-42	321	-290
61	310	-315
61	310	-315
61	310	-315
59	270	-339
59	270	-339
59	270	-339
59	270	-339
105	277	-326
105	277	-326
105	277	-326
221	238	-320
221	238	-320
221	238	-320
262	181	-326
262	181	-326
262	181	-326
262	181	-326
255	102	-356
255	102	-356
255	102	-356
319	-124	-327
319	-124	-327
319	-124	-327
242	-273	-305
242	-273	-305
242	-273	-305
75	-285	-338
75	-285	-338
75	-285	-338
75	-285	-338
-69	-256	-335
-69	-256	-335
-69	-256	-335
-210	-189	-296
-210	-189	-296
-210	-189	-296
-245	-86	-306
-245	-86	-306
-245	-86	-306
-245	-86	-306
-265	-77	-290
-265	-77	-290
-265	-77	-290
-268	-57	-294
-268	-57	-294
-268	-57	-294
-272	-61	-295
-272	-61	-295
-272	-61	-295
-272	-61	-295
-210	-183	-312
-210	-183	-312
